symbol,timestamp,open,high,low,close,adjclose,volume,EMA12_S,EMA26_S,RSI_S,MACD_S,EMA12_P,EMA26_P,RSI_P,MACD_P
A,2024-02-13,,,,,,,,,,,,,,
A,2024-02-14,,,,,,,,,,,,,,
A,2024-02-15,,,,,,,,,,,,,,
A,2024-02-16,,,,,,,,,,,,,,
A,2024-02-20,,,,,,,,,,,,,,
A,2024-02-21,,,,,,,,,,,,,,
A,2024-02-22,,,,,,,,,,,,,,
A,2024-02-23,,,,,,,,,,,,,,
A,2024-02-26,,,,,,,,,,,,,,
A,2024-02-27,,,,,,,,,,,,,,
A,2024-02-28,,,,,,,,,,,,,,
A,2024-02-29,,,,,,,,,,,,,,
A,2024-03-01,,,,,,,,,,,,,,
A,2024-03-04,,,,,,,,,,,,,,
A,2024-03-05,,,,,,,,,,,,,,
A,2024-03-06,,,,,,,,,,,,,,
A,2024-03-07,,,,,,,,,,,,,,
A,2024-03-08,,,,,,,,,,,,,,
A,2024-03-11,,,,,,,,,,,,,,
A,2024-03-12,,,,,,,,,,,,,,
A,2024-03-13,,,,,,,,,,,,,,
A,2024-03-14,,,,,,,,,,,,,,
A,2024-03-15,,,,,,,,,,,,,,
A,2024-03-18,,,,,,,,,,,,,,
A,2024-03-19,,,,,,,,,,,,,,
A,2024-03-20,,,,,,,,,,,,,,
A,2024-03-21,,,,,,,,,,,,,,
A,2024-03-22,,,,,,,,,,,,,,
A,2024-03-25,,,,,,,,,,,,,,
A,2024-03-26,,,,,,,,,,,,,,
A,2024-03-27,,,,,,,,,,,,,,
A,2024-03-28,,,,,,,,,,,,,,
AAL,2023-10-02,,,,,,,,,,,,,,
AAL,2023-10-03,,,,,,,,,,,,,,
AAL,2023-10-04,,,,,,,,,,,,,,
AAL,2023-10-05,,,,,,,,,,,,,,
AAL,2023-10-06,,,,,,,,,,,,,,
AAL,2023-10-09,,,,,,,,,,,,,,
AAL,2023-10-10,,,,,,,,,,,,,,
AAL,2023-10-11,,,,,,,,,,,,,,
AAL,2023-10-12,,,,,,,,,,,,,,
AAL,2023-10-13,,,,,,,,,,,,,,
AAL,2023-10-16,,,,,,,,,,,,,,
AAL,2023-10-17,,,,,,,,,,,,,,
AAL,2023-10-18,,,,,,,,,,,,,,
AAL,2023-10-19,,,,,,,,,,,,,,
AAL,2023-10-20,,,,,,,,,,,,,,
AAL,2023-10-23,,,,,,,,,,,,,,
AAL,2023-10-24,,,,,,,,,,,,,,
AAL,2023-10-25,,,,,,,,,,,,,,
AAL,2023-10-26,,,,,,,,,,,,,,
AAL,2023-10-27,,,,,,,,,,,,,,
AAL,2023-10-30,,,,,,,,,,,,,,
AAL,2023-10-31,,,,,,,,,,,,,,
AAL,2023-11-01,,,,,,,,,,,,,,
AAL,2023-11-02,,,,,,,,,,,,,,
AAL,2023-11-03,,,,,,,,,,,,,,
AAL,2023-11-06,,,,,,,,,,,,,,
AAL,2023-11-07,,,,,,,,,,,,,,
AAL,2023-11-08,,,,,,,,,,,,,,
AAL,2023-11-09,,,,,,,,,,,,,,
AAL,2023-11-10,,,,,,,,,,,,,,
AAL,2023-11-13,,,,,,,,,,,,,,
AAL,2023-11-14,,,,,,,,,,,,,,
AAL,2023-11-15,,,,,,,,,,,,,,
AAL,2023-11-16,,,,,,,,,,,,,,
AAL,2023-11-17,,,,,,,,,,,,,,
AAL,2023-11-20,,,,,,,,,,,,,,
AAL,2023-11-21,,,,,,,,,,,,,,
AAL,2023-11-22,,,,,,,,,,,,,,
AAL,2023-11-24,,,,,,,,,,,,,,
AAL,2023-11-27,,,,,,,,,,,,,,
AAL,2023-11-28,,,,,,,,,,,,,,
AAL,2023-11-29,,,,,,,,,,,,,,
AAL,2023-11-30,,,,,,,,,,,,,,
AAL,2023-12-01,,,,,,,,,,,,,,
AAL,2023-12-04,,,,,,,,,,,,,,
AAL,2023-12-05,,,,,,,,,,,,,,
AAL,2023-12-06,,,,,,,,,,,,,,
AAL,2023-12-07,,,,,,,,,,,,,,
AAL,2023-12-08,,,,,,,,,,,,,,
AAL,2023-12-11,,,,,,,,,,,,,,
AAL,2023-12-12,,,,,,,,,,,,,,
AAL,2023-12-13,,,,,,,,,,,,,,
AAL,2023-12-14,,,,,,,,,,,,,,
AAL,2023-12-15,,,,,,,,,,,,,,
AAL,2023-12-18,,,,,,,,,,,,,,
AAL,2023-12-19,,,,,,,,,,,,,,
AAL,2023-12-20,,,,,,,,,,,,,,
AAL,2023-12-21,,,,,,,,,,,,,,
AAL,2023-12-22,,,,,,,,,,,,,,
AAL,2023-12-26,,,,,,,,,,,,,,
AAL,2023-12-27,,,,,,,,,,,,,,
AAL,2023-12-28,,,,,,,,,,,,,,
AAL,2023-12-29,,,,,,,,,,,,,,
AAL,2024-01-02,,,,,,,,,,,,,,
AAL,2024-01-03,,,,,,,,,,,,,,
AAL,2024-01-04,,,,,,,,,,,,,,
AAL,2024-01-05,,,,,,,,,,,,,,
AAL,2024-01-08,,,,,,,,,,,,,,
AAL,2024-01-09,,,,,,,,,,,,,,
AAL,2024-01-10,,,,,,,,,,,,,,
AAL,2024-01-11,,,,,,,,,,,,,,
AAL,2024-01-12,,,,,,,,,,,,,,
AAL,2024-01-16,,,,,,,,,,,,,,
AAL,2024-01-17,,,,,,,,,,,,,,
AAL,2024-01-18,,,,,,,,,,,,,,
AAL,2024-01-19,,,,,,,,,,,,,,
AAL,2024-01-22,,,,,,,,,,,,,,
AAL,2024-01-23,,,,,,,,,,,,,,
AAL,2024-01-24,,,,,,,,,,,,,,
AAL,2024-01-25,,,,,,,,,,,,,,
AAL,2024-01-26,,,,,,,,,,,,,,
AAL,2024-01-29,,,,,,,,,,,,,,
AAL,2024-01-30,,,,,,,,,,,,,,
AAL,2024-01-31,,,,,,,,,,,,,,
AAL,2024-02-01,,,,,,,,,,,,,,
AAL,2024-02-02,,,,,,,,,,,,,,
AAL,2024-02-05,,,,,,,,,,,,,,
AAL,2024-02-06,,,,,,,,,,,,,,
AAL,2024-02-07,,,,,,,,,,,,,,
AAL,2024-02-08,,,,,,,,,,,,,,
AAL,2024-02-09,,,,,,,,,,,,,,
AAL,2024-02-12,,,,,,,,,,,,,,
AAL,2024-02-13,,,,,,,,,,,,,,
AAL,2024-02-14,,,,,,,,,,,,,,
AAL,2024-02-15,,,,,,,,,,,,,,
AAL,2024-02-16,,,,,,,,,,,,,,
AAL,2024-02-20,,,,,,,,,,,,,,
AAL,2024-02-21,,,,,,,,,,,,,,
AAL,2024-02-22,,,,,,,,,,,,,,
AAL,2024-02-23,,,,,,,,,,,,,,
AAL,2024-02-26,,,,,,,,,,,,,,
AAL,2024-02-27,,,,,,,,,,,,,,
AAL,2024-02-28,,,,,,,,,,,,,,
AAL,2024-02-29,,,,,,,,,,,,,,
AAL,2024-03-01,,,,,,,,,,,,,,
AAL,2024-03-04,,,,,,,,,,,,,,
AAL,2024-03-05,,,,,,,,,,,,,,
AAL,2024-03-06,,,,,,,,,,,,,,
AAL,2024-03-07,,,,,,,,,,,,,,
AAL,2024-03-08,,,,,,,,,,,,,,
AAL,2024-03-11,,,,,,,,,,,,,,
AAL,2024-03-12,,,,,,,,,,,,,,
AAL,2024-03-13,,,,,,,,,,,,,,
AAL,2024-03-14,,,,,,,,,,,,,,
AAL,2024-03-15,,,,,,,,,,,,,,
AAL,2024-03-18,,,,,,,,,,,,,,
AAL,2024-03-19,,,,,,,,,,,,,,
AAL,2024-03-20,,,,,,,,,,,,,,
AAL,2024-03-21,,,,,,,,,,,,,,
AAL,2024-03-22,,,,,,,,,,,,,,
AAL,2024-03-25,,,,,,,,,,,,,,
AAL,2024-03-26,,,,,,,,,,,,,,
AAL,2024-03-27,,,,,,,,,,,,,,
AAL,2024-03-28,,,,,,,,,,,,,,
AAPL,2023-10-02,,,,,,,,,,,,,,
AAPL,2023-10-03,,,,,,,,,,,,,,
AAPL,2023-10-04,,,,,,,,,,,,,,
AAPL,2023-10-05,,,,,,,,,,,,,,
AAPL,2023-10-06,,,,,,,,,,,,,,
AAPL,2023-10-09,,,,,,,,,,,,,,
AAPL,2023-10-10,,,,,,,,,,,,,,
AAPL,2023-10-11,,,,,,,,,,,,,,
AAPL,2023-10-12,,,,,,,,,,,,,,
AAPL,2023-10-13,,,,,,,,,,,,,,
AAPL,2023-10-16,,,,,,,,,,,,,,
AAPL,2023-10-17,,,,,,,,,,,,,,
AAPL,2023-10-18,,,,,,,,,,,,,,
AAPL,2023-10-19,,,,,,,,,,,,,,
AAPL,2023-10-20,,,,,,,,,,,,,,
AAPL,2023-10-23,,,,,,,,,,,,,,
AAPL,2023-10-24,,,,,,,,,,,,,,
AAPL,2023-10-25,,,,,,,,,,,,,,
AAPL,2023-10-26,,,,,,,,,,,,,,
AAPL,2023-10-27,,,,,,,,,,,,,,
AAPL,2023-10-30,,,,,,,,,,,,,,
AAPL,2023-10-31,,,,,,,,,,,,,,
AAPL,2023-11-01,,,,,,,,,,,,,,
AAPL,2023-11-02,,,,,,,,,,,,,,
AAPL,2023-11-03,,,,,,,,,,,,,,
AAPL,2023-11-06,,,,,,,,,,,,,,
AAPL,2023-11-07,,,,,,,,,,,,,,
AAPL,2023-11-08,,,,,,,,,,,,,,
AAPL,2023-11-09,,,,,,,,,,,,,,
AAPL,2023-11-10,,,,,,,,,,,,,,
AAPL,2023-11-13,,,,,,,,,,,,,,
AAPL,2023-11-14,,,,,,,,,,,,,,
AAPL,2023-11-15,,,,,,,,,,,,,,
AAPL,2023-11-16,,,,,,,,,,,,,,
AAPL,2023-11-17,,,,,,,,,,,,,,
AAPL,2023-11-20,,,,,,,,,,,,,,
AAPL,2023-11-21,,,,,,,,,,,,,,
AAPL,2023-11-22,,,,,,,,,,,,,,
AAPL,2023-11-24,,,,,,,,,,,,,,
AAPL,2023-11-27,,,,,,,,,,,,,,
AAPL,2023-11-28,,,,,,,,,,,,,,
AAPL,2023-11-29,,,,,,,,,,,,,,
AAPL,2023-11-30,,,,,,,,,,,,,,
AAPL,2023-12-01,,,,,,,,,,,,,,
AAPL,2023-12-04,,,,,,,,,,,,,,
AAPL,2023-12-05,,,,,,,,,,,,,,
AAPL,2023-12-06,,,,,,,,,,,,,,
AAPL,2023-12-07,,,,,,,,,,,,,,
AAPL,2023-12-08,,,,,,,,,,,,,,
AAPL,2023-12-11,,,,,,,,,,,,,,
AAPL,2023-12-12,,,,,,,,,,,,,,
AAPL,2023-12-13,,,,,,,,,,,,,,
AAPL,2023-12-14,,,,,,,,,,,,,,
AAPL,2023-12-15,,,,,,,,,,,,,,
AAPL,2023-12-18,,,,,,,,,,,,,,
AAPL,2023-12-19,,,,,,,,,,,,,,
AAPL,2023-12-20,,,,,,,,,,,,,,
AAPL,2023-12-21,,,,,,,,,,,,,,
AAPL,2023-12-22,,,,,,,,,,,,,,
AAPL,2023-12-26,,,,,,,,,,,,,,
AAPL,2023-12-27,,,,,,,,,,,,,,
AAPL,2023-12-28,,,,,,,,,,,,,,
AAPL,2023-12-29,,,,,,,,,,,,,,
AAPL,2024-01-02,,,,,,,,,,,,,,
AAPL,2024-01-03,,,,,,,,,,,,,,
AAPL,2024-01-04,,,,,,,,,,,,,,
AAPL,2024-01-05,,,,,,,,,,,,,,
AAPL,2024-01-08,,,,,,,,,,,,,,
AAPL,2024-01-09,,,,,,,,,,,,,,
AAPL,2024-01-10,,,,,,,,,,,,,,
AAPL,2024-01-11,,,,,,,,,,,,,,
AAPL,2024-01-12,,,,,,,,,,,,,,
AAPL,2024-01-16,,,,,,,,,,,,,,
AAPL,2024-01-17,,,,,,,,,,,,,,
AAPL,2024-01-18,,,,,,,,,,,,,,
AAPL,2024-01-19,,,,,,,,,,,,,,
AAPL,2024-01-22,,,,,,,,,,,,,,
AAPL,2024-01-23,,,,,,,,,,,,,,
AAPL,2024-01-24,,,,,,,,,,,,,,
AAPL,2024-01-25,,,,,,,,,,,,,,
AAPL,2024-01-26,,,,,,,,,,,,,,
AAPL,2024-01-29,,,,,,,,,,,,,,
AAPL,2024-01-30,,,,,,,,,,,,,,
AAPL,2024-01-31,,,,,,,,,,,,,,
AAPL,2024-02-01,,,,,,,,,,,,,,
AAPL,2024-02-02,,,,,,,,,,,,,,
AAPL,2024-02-05,,,,,,,,,,,,,,
AAPL,2024-02-06,,,,,,,,,,,,,,
AAPL,2024-02-07,,,,,,,,,,,,,,
AAPL,2024-02-08,,,,,,,,,,,,,,
AAPL,2024-02-09,,,,,,,,,,,,,,
AAPL,2024-02-12,,,,,,,,,,,,,,
AAPL,2024-02-13,,,,,,,,,,,,,,
AAPL,2024-02-14,,,,,,,,,,,,,,
AAPL,2024-02-15,,,,,,,,,,,,,,
AAPL,2024-02-16,,,,,,,,,,,,,,
AAPL,2024-02-20,,,,,,,,,,,,,,
AAPL,2024-02-21,,,,,,,,,,,,,,
AAPL,2024-02-22,,,,,,,,,,,,,,
AAPL,2024-02-23,,,,,,,,,,,,,,
AAPL,2024-02-26,,,,,,,,,,,,,,
AAPL,2024-02-27,,,,,,,,,,,,,,
AAPL,2024-02-28,,,,,,,,,,,,,,
AAPL,2024-02-29,,,,,,,,,,,,,,
AAPL,2024-03-01,,,,,,,,,,,,,,
AAPL,2024-03-04,,,,,,,,,,,,,,
AAPL,2024-03-05,,,,,,,,,,,,,,
AAPL,2024-03-06,,,,,,,,,,,,,,
AAPL,2024-03-07,,,,,,,,,,,,,,
AAPL,2024-03-08,,,,,,,,,,,,,,
AAPL,2024-03-11,,,,,,,,,,,,,,
AAPL,2024-03-12,,,,,,,,,,,,,,
AAPL,2024-03-13,,,,,,,,,,,,,,
AAPL,2024-03-14,,,,,,,,,,,,,,
AAPL,2024-03-15,,,,,,,,,,,,,,
AAPL,2024-03-18,,,,,,,,,,,,,,
AAPL,2024-03-19,,,,,,,,,,,,,,
AAPL,2024-03-20,,,,,,,,,,,,,,
AAPL,2024-03-21,,,,,,,,,,,,,,
AAPL,2024-03-22,,,,,,,,,,,,,,
AAPL,2024-03-25,,,,,,,,,,,,,,
AAPL,2024-03-26,,,,,,,,,,,,,,
AAPL,2024-03-27,,,,,,,,,,,,,,
AAPL,2024-03-28,,,,,,,,,,,,,,
ABBV,2023-10-02,,,,,,,,,,,,,,
ABBV,2023-10-03,,,,,,,,,,,,,,
ABBV,2023-10-04,,,,,,,,,,,,,,
ABBV,2023-10-05,,,,,,,,,,,,,,
ABBV,2023-10-06,,,,,,,,,,,,,,
ABBV,2023-10-09,,,,,,,,,,,,,,
ABBV,2023-10-10,,,,,,,,,,,,,,
ABBV,2023-10-11,,,,,,,,,,,,,,
ABBV,2023-10-12,,,,,,,,,,,,,,
ABBV,2023-10-13,,,,,,,,,,,,,,
ABBV,2023-10-16,,,,,,,,,,,,,,
ABBV,2023-10-17,,,,,,,,,,,,,,
ABBV,2023-10-18,,,,,,,,,,,,,,
ABBV,2023-10-19,,,,,,,,,,,,,,
ABBV,2023-10-20,,,,,,,,,,,,,,
ABBV,2023-10-23,,,,,,,,,,,,,,
ABBV,2023-10-24,,,,,,,,,,,,,,
ABBV,2023-10-25,,,,,,,,,,,,,,
ABBV,2023-10-26,,,,,,,,,,,,,,
ABBV,2023-10-27,,,,,,,,,,,,,,
ABBV,2023-10-30,,,,,,,,,,,,,,
ABBV,2023-10-31,,,,,,,,,,,,,,
ABBV,2023-11-01,,,,,,,,,,,,,,
ABBV,2023-11-02,,,,,,,,,,,,,,
ABBV,2023-11-03,,,,,,,,,,,,,,
ABBV,2023-11-06,,,,,,,,,,,,,,
ABBV,2023-11-07,,,,,,,,,,,,,,
ABBV,2023-11-08,,,,,,,,,,,,,,
ABBV,2023-11-09,,,,,,,,,,,,,,
ABBV,2023-11-10,,,,,,,,,,,,,,
ABBV,2023-11-13,,,,,,,,,,,,,,
ABBV,2023-11-14,,,,,,,,,,,,,,
ABBV,2023-11-15,,,,,,,,,,,,,,
ABBV,2023-11-16,,,,,,,,,,,,,,
ABBV,2023-11-17,,,,,,,,,,,,,,
ABBV,2023-11-20,,,,,,,,,,,,,,
ABBV,2023-11-21,,,,,,,,,,,,,,
ABBV,2023-11-22,,,,,,,,,,,,,,
ABBV,2023-11-24,,,,,,,,,,,,,,
ABBV,2023-11-27,,,,,,,,,,,,,,
ABBV,2023-11-28,,,,,,,,,,,,,,
ABBV,2023-11-29,,,,,,,,,,,,,,
ABBV,2023-11-30,,,,,,,,,,,,,,
ABBV,2023-12-01,,,,,,,,,,,,,,
ABBV,2023-12-04,,,,,,,,,,,,,,
ABBV,2023-12-05,,,,,,,,,,,,,,
ABBV,2023-12-06,,,,,,,,,,,,,,
ABBV,2023-12-07,,,,,,,,,,,,,,
ABBV,2023-12-08,,,,,,,,,,,,,,
ABBV,2023-12-11,,,,,,,,,,,,,,
ABBV,2023-12-12,,,,,,,,,,,,,,
ABBV,2023-12-13,,,,,,,,,,,,,,
ABBV,2023-12-14,,,,,,,,,,,,,,
ABBV,2023-12-15,,,,,,,,,,,,,,
ABBV,2023-12-18,,,,,,,,,,,,,,
ABBV,2023-12-19,,,,,,,,,,,,,,
ABBV,2023-12-20,,,,,,,,,,,,,,
ABBV,2023-12-21,,,,,,,,,,,,,,
ABBV,2023-12-22,,,,,,,,,,,,,,
ABBV,2023-12-26,,,,,,,,,,,,,,
ABBV,2023-12-27,,,,,,,,,,,,,,
ABBV,2023-12-28,,,,,,,,,,,,,,
ABBV,2023-12-29,,,,,,,,,,,,,,
ABBV,2024-01-02,,,,,,,,,,,,,,
ABBV,2024-01-03,,,,,,,,,,,,,,
ABBV,2024-01-04,,,,,,,,,,,,,,
ABBV,2024-01-05,,,,,,,,,,,,,,
ABBV,2024-01-08,,,,,,,,,,,,,,
ABBV,2024-01-09,,,,,,,,,,,,,,
ABBV,2024-01-10,,,,,,,,,,,,,,
ABBV,2024-01-11,,,,,,,,,,,,,,
ABBV,2024-01-12,,,,,,,,,,,,,,
ABBV,2024-01-16,,,,,,,,,,,,,,
ABBV,2024-01-17,,,,,,,,,,,,,,
ABBV,2024-01-18,,,,,,,,,,,,,,
ABBV,2024-01-19,,,,,,,,,,,,,,
ABBV,2024-01-22,,,,,,,,,,,,,,
ABBV,2024-01-23,,,,,,,,,,,,,,
ABBV,2024-01-24,,,,,,,,,,,,,,
ABBV,2024-01-25,,,,,,,,,,,,,,
ABBV,2024-01-26,,,,,,,,,,,,,,
ABBV,2024-01-29,,,,,,,,,,,,,,
ABBV,2024-01-30,,,,,,,,,,,,,,
ABBV,2024-01-31,,,,,,,,,,,,,,
ABBV,2024-02-01,,,,,,,,,,,,,,
ABBV,2024-02-02,,,,,,,,,,,,,,
ABBV,2024-02-05,,,,,,,,,,,,,,
ABBV,2024-02-06,,,,,,,,,,,,,,
ABBV,2024-02-07,,,,,,,,,,,,,,
ABBV,2024-02-08,,,,,,,,,,,,,,
ABBV,2024-02-09,,,,,,,,,,,,,,
ABBV,2024-02-12,,,,,,,,,,,,,,
ABBV,2024-02-13,,,,,,,,,,,,,,
ABBV,2024-02-14,,,,,,,,,,,,,,
ABBV,2024-02-15,,,,,,,,,,,,,,
ABBV,2024-02-16,,,,,,,,,,,,,,
ABBV,2024-02-20,,,,,,,,,,,,,,
ABBV,2024-02-21,,,,,,,,,,,,,,
ABBV,2024-02-22,,,,,,,,,,,,,,
ABBV,2024-02-23,,,,,,,,,,,,,,
ABBV,2024-02-26,,,,,,,,,,,,,,
ABBV,2024-02-27,,,,,,,,,,,,,,
ABBV,2024-02-28,,,,,,,,,,,,,,
ABBV,2024-02-29,,,,,,,,,,,,,,
ABBV,2024-03-01,,,,,,,,,,,,,,
ABBV,2024-03-04,,,,,,,,,,,,,,
ABBV,2024-03-05,,,,,,,,,,,,,,
ABBV,2024-03-06,,,,,,,,,,,,,,
ABBV,2024-03-07,,,,,,,,,,,,,,
ABBV,2024-03-08,,,,,,,,,,,,,,
ABBV,2024-03-11,,,,,,,,,,,,,,
ABBV,2024-03-12,,,,,,,,,,,,,,
ABBV,2024-03-13,,,,,,,,,,,,,,
ABBV,2024-03-14,,,,,,,,,,,,,,
ABBV,2024-03-15,,,,,,,,,,,,,,
ABBV,2024-03-18,,,,,,,,,,,,,,
ABBV,2024-03-19,,,,,,,,,,,,,,
ABBV,2024-03-20,,,,,,,,,,,,,,
ABBV,2024-03-21,,,,,,,,,,,,,,
ABBV,2024-03-22,,,,,,,,,,,,,,
ABBV,2024-03-25,,,,,,,,,,,,,,
ABBV,2024-03-26,,,,,,,,,,,,,,
ABBV,2024-03-27,,,,,,,,,,,,,,
ABBV,2024-03-28,,,,,,,,,,,,,,
ABNB,2023-10-02,,,,,,,,,,,,,,
ABNB,2023-10-03,,,,,,,,,,,,,,
ABNB,2023-10-04,,,,,,,,,,,,,,
ABNB,2023-10-05,,,,,,,,,,,,,,
ABNB,2023-10-06,,,,,,,,,,,,,,
ABNB,2023-10-09,,,,,,,,,,,,,,
ABNB,2023-10-10,,,,,,,,,,,,,,
ABNB,2023-10-11,,,,,,,,,,,,,,
ABNB,2023-10-12,,,,,,,,,,,,,,
ABNB,2023-10-13,,,,,,,,,,,,,,
ABNB,2023-10-16,,,,,,,,,,,,,,
ABNB,2023-10-17,,,,,,,,,,,,,,
ABNB,2023-10-18,,,,,,,,,,,,,,
ABNB,2023-10-19,,,,,,,,,,,,,,
ABNB,2023-10-20,,,,,,,,,,,,,,
ABNB,2023-10-23,,,,,,,,,,,,,,
ABNB,2023-10-24,,,,,,,,,,,,,,
ABNB,2023-10-25,,,,,,,,,,,,,,
ABNB,2023-10-26,,,,,,,,,,,,,,
ABNB,2023-10-27,,,,,,,,,,,,,,
ABNB,2023-10-30,,,,,,,,,,,,,,
ABNB,2023-10-31,,,,,,,,,,,,,,
ABNB,2023-11-01,,,,,,,,,,,,,,
ABNB,2023-11-02,,,,,,,,,,,,,,
ABNB,2023-11-03,,,,,,,,,,,,,,
ABNB,2023-11-06,,,,,,,,,,,,,,
ABNB,2023-11-07,,,,,,,,,,,,,,
ABNB,2023-11-08,,,,,,,,,,,,,,
ABNB,2023-11-09,,,,,,,,,,,,,,
ABNB,2023-11-10,,,,,,,,,,,,,,
ABNB,2023-11-13,,,,,,,,,,,,,,
ABNB,2023-11-14,,,,,,,,,,,,,,
ABNB,2023-11-15,,,,,,,,,,,,,,
ABNB,2023-11-16,,,,,,,,,,,,,,
ABNB,2023-11-17,,,,,,,,,,,,,,
ABNB,2023-11-20,,,,,,,,,,,,,,
ABNB,2023-11-21,,,,,,,,,,,,,,
ABNB,2023-11-22,,,,,,,,,,,,,,
ABNB,2023-11-24,,,,,,,,,,,,,,
ABNB,2023-11-27,,,,,,,,,,,,,,
ABNB,2023-11-28,,,,,,,,,,,,,,
ABNB,2023-11-29,,,,,,,,,,,,,,
ABNB,2023-11-30,,,,,,,,,,,,,,
ABNB,2023-12-01,,,,,,,,,,,,,,
ABNB,2023-12-04,,,,,,,,,,,,,,
ABNB,2023-12-05,,,,,,,,,,,,,,
ABNB,2023-12-06,,,,,,,,,,,,,,
ABNB,2023-12-07,,,,,,,,,,,,,,
ABNB,2023-12-08,,,,,,,,,,,,,,
ABNB,2023-12-11,,,,,,,,,,,,,,
ABNB,2023-12-12,,,,,,,,,,,,,,
ABNB,2023-12-13,,,,,,,,,,,,,,
ABNB,2023-12-14,,,,,,,,,,,,,,
ABNB,2023-12-15,,,,,,,,,,,,,,
ABNB,2023-12-18,,,,,,,,,,,,,,
